0,1,2
1.5759202745701324,1.923592929790369,1.0
1.1974237870735185,0.28616273702005834,2.0
1.7769867403147968,2.8209738510738,1.0
1.9435876885740129,2.168225635290776,1.0
1.8017525608588212,-1.0330808040009505,2.0
1.6366535111262797,0.367867596398328,2.0
2.2432290708179874,2.3321624555659164,1.0
1.5081851056985152,2.2045978657169805,1.0
2.818128474465711,-0.897079531548361,2.0
2.119732693671143,0.29721858243507304,2.0
2.176882204141244,-0.8553797767897583,2.0
-0.4338308388432616,2.683051577652668,3.0
-0.05891310603709653,2.770592516734388,3.0
2.4686817309805944,-0.3909662913006702,2.0
-0.026061381632660103,2.645301038394111,3.0
-0.26062971771091314,0.920618114857033,0.0
0.15234785355534555,2.4527459402813734,3.0
0.029648594039347293,2.1333045923333733,3.0
2.9215035323911263,2.592600169204591,1.0
0.3908464240213627,1.8309265507144175,3.0
-0.37791923955014706,0.8187883788968909,0.0
1.9727396445442793,0.29106027326289635,2.0
1.6143604478593647,-0.3844519499075226,2.0
2.658183057999694,1.4202190454486643,1.0
2.102608742233219,2.308567807957032,1.0
3.288167518336148,0.016222132378295773,2.0
-0.45869120401889807,1.8933071658257936,3.0
1.3344719633648605,-0.06043130323663706,2.0
0.47574734423029186,0.5659008430569831,0.0
-0.7318260929253531,1.5043567707741312,3.0
0.20559302731953005,1.14663617856912,3.0
0.2457008007722033,0.08720650766886057,0.0
2.907945526284154,2.5179601442139488,1.0
2.2439305249321104,0.8874187118524444,2.0
0.3871858302734501,-0.03613700906920849,0.0
-0.6464951606014514,1.578243397748388,3.0
-0.10844422792640165,-1.13433147686865,0.0
2.5093695202714827,-0.735871101168545,2.0
-0.6974940199667505,-0.7495064911666246,0.0
-0.41833176059223903,1.6730295110713167,3.0
2.6314014659004954,0.08862986192263586,2.0
-0.28089561569119664,0.3662453092795609,0.0
-0.7492171278157623,1.55190428189373,3.0
0.1815515648493856,2.43948745941597,3.0
1.4652879159920829,2.0799422302046744,1.0
1.9374345691852815,1.7871498569955537,1.0
0.053638826630218794,-0.03962685039459892,0.0
0.049118519426885304,-0.6046438530291403,0.0
0.3318700965348442,2.350310204127478,3.0
3.01681783502634,1.5522978425647331,1.0
0.1281564096307149,1.8827673102584053,3.0
-0.6799062053603502,2.2798836602890673,3.0
0.03452601009332445,0.1116618298864659,0.0
1.7893112976464716,-1.0079548942072019,2.0
2.522316940721555,2.4332671712424085,1.0
0.6108394727757314,1.3592902512175098,3.0
1.9009153110808121,-0.6229476952567193,2.0
0.45334649289044726,1.1084857011540064,3.0
-0.2832324685431809,0.9957087447997008,3.0
1.065332913404255,2.6004473754298134,3.0
0.44478467434109187,0.9091890732939649,0.0
1.3530307700068762,2.166877799002399,1.0
0.10562961475258613,0.3358493160100288,0.0
0.11105476076273435,0.7081457463570674,0.0
1.9162518981066685,-0.19708228721721752,2.0
1.1282200344769362,0.4296401458577676,0.0
1.922708386372708,1.6736628279824455,1.0
1.1253162134862869,1.317996517230721,0.0
-0.39856982776593974,-0.08762377456285417,0.0
-0.49568969188040324,1.9778160952148518,3.0
2.2833118374238186,2.1959090668012533,1.0
2.173432161756051,-0.39797031448018816,2.0
-1.4774932158522578,1.7126565000041454,3.0
0.6636066989763003,1.5724010900970498,3.0
1.8636956030992415,-0.6273889569715595,2.0
1.9031113359243357,-0.06991893496636274,2.0
2.3529068616002946,2.7716963562318226,1.0
-0.2957390986343663,2.0557820571701186,3.0
0.43597807654698983,-0.30952044068967716,0.0
0.2470660768824978,0.3709735638539595,0.0
1.939614694048754,0.3338605510056931,2.0
-0.06572475578464274,-0.08565017085969893,0.0
2.0077444055395137,2.3867315194893393,1.0
-0.3226700660211087,1.698253199169938,3.0
2.0129060890693893,1.888390050041558,1.0
2.777273401780936,2.484231196425855,1.0
0.021284362858491876,2.3326332865152377,3.0
1.905763655852175,-0.14721650685889612,2.0
-0.5062414111076836,2.1537537979723127,3.0
1.7774229937800925,2.505869537441838,1.0
0.014108963004008133,0.014021624372678164,0.0
-0.11691843635431684,1.8845144948349257,3.0
-0.10799527241482229,-0.26219413261005015,0.0
2.5870608252005938,2.35402015023802,1.0
-0.6619180461433943,-0.09306582908461103,0.0
-0.0904908341559836,2.285750724743018,3.0
0.11665251940366482,1.8286613660421995,3.0
